timestamp,tweet_text,username,all_hashtags,followers_count
2022-11-12 13:53:59+00:00,@barcezao @_Xaviology @FCBarcelona Why brother i am happy with whatever i have,b'JJculer21',[],192
2022-11-12 13:53:21+00:00,@JJculer21 @_Xaviology @FCBarcelona Charge your phone bro,b'barcezao',[],304
2022-11-12 13:44:07+00:00,@brfootball @FCBarcelona Kane’s trophy collection after leaving spurs https://t.co/F3OMlSsg4l,b'Hooyoan81',[],515
2022-11-12 13:42:47+00:00,@brfootball @FCBarcelona Where is gavi mom? Thats the major also,b'hdsuadnyana',[],18
2022-11-12 13:41:00+00:00,Manchester United striker Ronaldo was ready to retire in 2019 #Barca #FCBarcelona #FCB https://t.co/JqSj5HUHpC,b'barcanewsonly',"['Barca', 'FCBarcelona', 'FCB']",22495
2022-11-12 13:36:58+00:00,@fcbarcelona_fra @jkeey4 Happy birthday champion 😘😘😘😘😍,b'Ibrahimdjiba24',[],166
2022-11-12 13:36:35+00:00,𝐑𝐚𝐩𝐡𝐢𝐧𝐡𝐚𝐚𝐚𝐚 🤯  #LaLigaHighlights https://t.co/JFUAUNEoY8,b'fcbarcelona_fra',['LaLigaHighlights'],3169590
2022-11-12 13:35:00+00:00,@sportbible @FCBarcelona Yeah but has he got a certificate for finishing second in the school sack race,b'stevenh065',[],16
2022-11-12 13:33:51+00:00,Happy Birthday Jules 🥳🥳 @jkeey4 https://t.co/u2Snjb3YEB,b'dhakalshankar10',[],169
2022-11-12 13:32:00+00:00,Ten Hag pushing Man Utd to try again for De Jong: He can be persuaded #Barca #FCBarcelona #FCB https://t.co/s4rIg2XkEW,b'barcanewsonly',"['Barca', 'FCBarcelona', 'FCB']",22495
2022-11-12 13:31:03+00:00,@Emma_Batixta @ChelseaFC @WWE @10Ronaldinho @FCBarcelona Hahahahah. Alright glory hunter pipe down!,b'TheRoonMeister',[],674
2022-11-12 13:27:30+00:00,@barcacentre @FCBarcelona KEEP IT WTF,b'CeIIbooming',[],241
2022-11-12 13:27:00+00:00,Spain coach Luis Enrique: I am the best national team coach in the history of football #Barca #FCBarcelona #FCB https://t.co/XtQ9Fw8TiV,b'barcanewsonly',"['Barca', 'FCBarcelona', 'FCB']",22495
2022-11-12 13:22:00+00:00,Roma eyeing Barcelona fullback Bellerin as Karsdorp replacement #Barca #FCBarcelona #FCB https://t.co/G2qfV2rDeT,b'barcanewsonly',"['Barca', 'FCBarcelona', 'FCB']",22495
2022-11-12 13:20:44+00:00,@FCBarcelona_es Champion,b'LephenixZols',[],0
2022-11-12 13:19:42+00:00,@FootyAccums @FCBarcelona Where’s Shakira?,b'PaulDon10250013',[],26
2022-11-12 13:19:30+00:00,@Zahranaldo_ @TheDaviesRole @Capitolinie @TheIndoLad @idextratime @BTS_twt @FCBarcelona @Wolves Need sugar daddy fast to @Zahranaldo_ please,b'anothergrizly',[],1
2022-11-12 13:19:13+00:00,@anothergrizly @Zahranaldo_ @Capitolinie @TheIndoLad @idextratime @BTS_twt @FCBarcelona @Wolves My trust wallet is hacked,b'TheDaviesRole',[],415
2022-11-12 13:17:12+00:00,@FCBarcelona for you? just 40m friends and family discount,b'erlinghive',[],883
2022-11-12 13:17:07+00:00,"Latest on Ronald #Araujo By reports, will not play in group stages. Plan/hope is for knockout rounds if team qualifies Discussed these options ⬇️. Of course, all contingent on his recovery but at least not risking from the start #FCBarcelona #Uruguay #LaLiga https://t.co/SelXpsjQb3",b'IMechanisms',"['Araujo', 'FCBarcelona', 'Uruguay', 'LaLiga']",22348
2022-11-12 13:16:16+00:00,@TheDaviesRole @Zahranaldo_ @Capitolinie @TheIndoLad @idextratime @BTS_twt @FCBarcelona @Wolves Need sugar daddy to @TheDaviesRole please ASAP,b'anothergrizly',[],1
2022-11-12 13:15:57+00:00,@barcacentre @FCBarcelona Current one is best by far,b'a_joelwilliams',[],132
2022-11-12 13:15:43+00:00,@MdeenOlawale @FCBarcelona @jkeey4 Chill.,b'_Catalankings_',[],482
2022-11-12 13:15:12+00:00,@Zahranaldo_ @TheDaviesRole @Capitolinie @TheIndoLad @idextratime @BTS_twt @FCBarcelona @Wolves I vote for BTS (@BTS_twt) as Favorite K-POP Artist at the 2022 #AMAs,b'anothergrizly',['AMAs'],1
2022-11-12 13:15:07+00:00,@FCBarcelona @jkeey4 Best CB this season with araujio,b'Josuenolasco112',[],12
2022-11-12 13:14:44+00:00,@FCBarcelona_cat What are nice goal,b'TsatsuIsaac1',[],16
2022-11-12 13:14:11+00:00,@TheDaviesRole @Zahranaldo_ @Capitolinie @TheIndoLad @idextratime @BTS_twt @FCBarcelona @Wolves I vote for BTS (@BTS_twt) as Favorite K-POP Artist at the 2022 #AMAs,b'anothergrizly',['AMAs'],1
2022-11-12 13:14:07+00:00,@433 @FCBarcelona Overrated,b'LeHussaard',[],117
2022-11-12 13:13:59+00:00,@TheDaviesRole @Capitolinie @Zahranaldo_ @TheIndoLad @idextratime @BTS_twt @FCBarcelona @ASRomaEN I vote for BTS (@BTS_twt) as Favorite K-POP Artist at the 2022 #AMAs,b'anothergrizly',['AMAs'],1
2022-11-12 13:13:56+00:00,"@anothergrizly @Zahranaldo_ @Capitolinie @TheIndoLad @idextratime @BTS_twt @FCBarcelona I vote #WOLVES (@Wolves ) ""FINISHED"" for the #PremierLeague Performance!",b'TheDaviesRole',"['WOLVES', 'PremierLeague']",415
2022-11-12 13:13:47+00:00,@TheDaviesRole @Zahranaldo_ @Capitolinie @TheIndoLad @idextratime @BTS_twt @FCBarcelona THE VOTE IS STILL COUNTING DUMBASS😂😂😂  I vote for BTS (@BTS_twt) as Favorite K-POP Artist at the 2022 #AMAs,b'anothergrizly',['AMAs'],1
2022-11-12 13:13:00+00:00,Spain coach Luis Enrique: Barcelona captain Busquets can make 2026 World Cup #Barca #FCBarcelona #FCB https://t.co/6LfXtMWg3o,b'barcanewsonly',"['Barca', 'FCBarcelona', 'FCB']",22495
2022-11-12 13:12:56+00:00,@FCBarcelona_es Respect is always the foundation for greatness https://t.co/QXwlOJs0SV,b'Michael22330805',[],402
2022-11-12 13:12:49+00:00,@Capitolinie @TheDaviesRole @Zahranaldo_ @TheIndoLad @idextratime @La_SER @BTS_twt @FCBarcelona I vote for BTS (@BTS_twt) as Favorite K-POP Artist at the 2022 #AMAs,b'anothergrizly',['AMAs'],1
2022-11-12 13:12:34+00:00,@Capitolinie @TheDaviesRole @Zahranaldo_ @TheIndoLad @idextratime @BTS_twt @FCBarcelona @ASRomaEN I vote for BTS (@BTS_twt) as Favorite K-POP Artist at the 2022 #AMAs,b'anothergrizly',['AMAs'],1
2022-11-12 13:12:13+00:00,@anothergrizly @Zahranaldo_ @Capitolinie @TheIndoLad @idextratime @BTS_twt @FCBarcelona I vote for BTS (@BTS_twt ) as Worst K-POP Artist at the 2022 #AMAs,b'TheDaviesRole',['AMAs'],415
2022-11-12 13:12:04+00:00,"@anothergrizly @TheDaviesRole @Zahranaldo_ @TheIndoLad @idextratime @La_SER @BTS_twt I vote #BARCELONA (@FCBarcelona ) ""FINISHED"" for the #EuropaLeague Performance!",b'Capitolinie',"['BARCELONA', 'EuropaLeague']",744
2022-11-12 13:11:26+00:00,Discussed this possibility a few days ago on Ronald #Araujo   #FCBarcelona #LaLiga #Uruguay https://t.co/a4bvF3rQ2O,b'IMechanisms',"['Araujo', 'FCBarcelona', 'LaLiga', 'Uruguay']",22348
2022-11-12 13:11:05+00:00,@Zahranaldo_ @Capitolinie @TheDaviesRole @TheIndoLad @idextratime @BTS_twt @FCBarcelona I vote for BTS (@BTS_twt) as Favorite K-POP Artist at the 2022 #AMAs,b'anothergrizly',['AMAs'],1
2022-11-12 13:11:04+00:00,"@anothergrizly @Capitolinie @Zahranaldo_ @TheIndoLad @idextratime @BTS_twt @FCBarcelona I vote #Roma (@ASRomaEN ) ""FINISHED"" for the #EuropaLeague Performance!",b'TheDaviesRole',"['Roma', 'EuropaLeague']",415
2022-11-12 13:09:59+00:00,"@anothergrizly @Zahranaldo_ @TheDaviesRole @TheIndoLad @idextratime @BTS_twt @FCBarcelona I vote #BARCELONA (@FCBarcelona ) ""FINISHED"" for the #EuropaLeague Performance!",b'Capitolinie',"['BARCELONA', 'EuropaLeague']",744
2022-11-12 13:09:53+00:00,"@anothergrizly @TheDaviesRole @Zahranaldo_ @TheIndoLad @idextratime @La_SER @BTS_twt I vote #BARCELONA (@FCBarcelona ) ""FINISHED"" for the #EuropaLeague Performance!",b'Capitolinie',"['BARCELONA', 'EuropaLeague']",744
2022-11-12 13:09:47+00:00,@Capitolinie @Zahranaldo_ @TheDaviesRole @TheIndoLad @idextratime @BTS_twt @FCBarcelona I vote for BTS (@BTS_twt) as Favorite K-POP Artist at the 2022 #AMAs,b'anothergrizly',['AMAs'],1
2022-11-12 13:09:09+00:00,"@anothergrizly @Zahranaldo_ @TheDaviesRole @TheIndoLad @idextratime @BTS_twt I vote #BARCELONA (@FCBarcelona ) ""FINISHED"" for the #EuropaLeague Performance!",b'Capitolinie',"['BARCELONA', 'EuropaLeague']",744
