timestamp,tweet_text,username,all_hashtags,followers_count
2022-11-09 18:57:30+00:00,@samflexfundz @Megiddo_Burst @Andrew_rvv @Martins7J @KaizerRMA @FCBarcelona A top of the table at the start of the year? Haha. You’re a joke bro! No one celebrates that like a championships only smaller minded clubs do that,b'hotfrijoles93',[],47
2022-11-09 18:56:56+00:00,@Beatric22485574 @ChelseaFC @FCBarcelona @JohnCena @LFC @ManUtd @premierleague @wizkidayo @3gerardpique @69_xchange @aguerosergiokun Yes we can my dear,b'JasonAl75163099',[],60
2022-11-09 18:55:21+00:00,@Beatric22485574 @ChelseaFC @FCBarcelona @JohnCena @LFC @ManUtd @premierleague @wizkidayo @3gerardpique @69_xchange @aguerosergiokun Even we can date,b'JohnKim63982600',[],4
2022-11-09 18:54:55+00:00,@Memphis 👋🇬🇭 A culer 🔴🔵 @FCBarcelona https://t.co/Kkpez4WMWn,b'KMoedeen',[],3336
2022-11-09 18:54:48+00:00,@FCBarcelona @lewy_official For a second I thought that was Alexia putellas 😭,b'epistemophile10',[],4
2022-11-09 18:54:11+00:00,@FCBarcelona Go and make your nation proud,b'MuneerIb',[],96
2022-11-09 18:53:34+00:00,Awww my babies❤️💙 https://t.co/8ELPa8MjC0,b'julietnwabs',[],435
2022-11-09 18:53:21+00:00,@fcbarcelona @ol @scuderiaferrari  bts hater,b'Onftlpdfc',[],0
2022-11-09 18:53:15+00:00,@fcbarcelona @ol @scuderiaferrari  bts hater,b'atricfykpc',[],0
2022-11-09 18:52:44+00:00,@FCBarcelona @lewy_official I love our admin 😆🔥🔥,b'LeRobert13',[],7468
2022-11-09 18:52:23+00:00,@ade_adedapo @bauss_44 @JKSR_ @FCBarcelona Thanks for the heads up. I’d just observe henceforth,b'OladeboAlapo',[],462
2022-11-09 18:51:45+00:00,@LaLigaTV @Pedri @FCBarcelona @ViaplaySportsUK @LaLigaEN Ghosted against inter and Bayern,b'Maliyamungu100',[],1286
2022-11-09 18:51:36+00:00,The building process is going well visca el barce https://t.co/DfTrliw4Xz,b'huz_law06',[],4397
2022-11-09 18:51:30+00:00,@fcbarcelona @ol @scuderiaferrari  bts hater,b'andremlafl',[],0
2022-11-09 18:50:16+00:00,@433 @FCBarcelona *My opinion*,b'anotherMusab',[],27
2022-11-09 18:50:15+00:00,@klein_khelvyn @FCBarcelona @AsieduMends Did you went??😂😂😂,b'Um_Medel',[],1225
2022-11-09 18:50:04+00:00,@DREY_CFC @FCBarcelona Chelsea might qualify next season for champion league if they don't play will in EPL. But Barça will.,b'Peterofix',[],161
2022-11-09 18:49:57+00:00,@FCBarcelona_cat Campeones de Champions🤣🤣🤣,b'Jeffrey80432572',[],344
2022-11-09 18:49:50+00:00,@FCBarcelona bruh why so dramatic they aint goin to war,b'Wings67863320',[],3
2022-11-09 18:48:42+00:00,More than a club 💙❤️ https://t.co/kDddFa9OL6,b'huz_law06',[],4395
2022-11-09 18:48:28+00:00,Congratulations 👑💖💪 https://t.co/l62IcOWVkG,b'MobasharOsman',[],4
2022-11-09 18:48:23+00:00,@fcbarcelona_fra Ndembele,b'IcimbueloZ',[],8
2022-11-09 18:48:23+00:00,@YvskoRMA @ActuFoot_ @SmiteLeFumier @Samiator_ @reyllinho @ARAUJINIO @FCBarcelona @Konrad__FCB @MAGIAFCB @Livaiackeeerman @Vgta_fcb @Barcelonamos @visca_Barca1992 Flop,b'X2viin',[],355
